Id,Name,External_Id,API_Id,NearestCity,County,Coordinates,Lat,Lng,Distance,UcIpmName,WeatherAPI_Id,Active,AllowToDeactivate,AllowToDelete,RegionId,RegionName,MissingRecords
142,Thermal South,218,,Thermal,Riverside,"33.6,-116.16",33.6,-116.16,0.0,Thermal_South.A,1,True,False,False,12,Desert Region,0
98,Tracy,167,,Tracy,San Joaquin,"37.73,-121.47",37.73,-121.47,0.0,TRACY.A,1,False,False,False,0,,180
226,Tucson,501,,Tucson,Pima (northeastern),"32.280248,-110.938718",32.280248,-110.938718,0.0,,5,True,False,False,22,Arizona,0
41,Tulelake FS,091,,Tulelake,Siskiyou,"41.96,-121.47",41.96,-121.47,0.0,TULELK2.A,1,True,False,False,0,,0
74,Twitchell Island,140,,Rio Vista,Sacramento,"38.12,-121.66",38.12,-121.66,0.0,TWITCHELL_ISLAND.A,1,True,False,False,8,Delta,0
17,U.C. Riverside,044,,Riverside,Riverside,"33.96,-117.34",33.96,-117.34,0.0,UC_RIVER.A,1,True,False,False,14,South Inland,0
126,UC-Andrade,201,,Calexico,Imperial,"32.49,-115.04",32.49,-115.04,0.0,UC-ANDRADE.A,1,False,False,False,12,Desert Region,180
111,UC-San Luis,186,,Calexico,Imperial,"32.49,-114.83",32.49,-114.83,0.0,UC-SAN_LUIS.A,1,False,False,False,12,Desert Region,180
101,Union City,171,,Union City,Alameda,"37.6,-122.05",37.6,-122.05,0.0,UNION_CITY.A,1,True,False,False,0,,0
156,Verona,235,,Nicolaus,Sutter,"38.8,-121.61",38.8,-121.61,0.0,Verona.A,1,True,False,False,7,South Sacramento Valley,0
55,Victorville,117,,Victorville,San Bernardino,"34.48,-117.26",34.48,-117.26,0.0,VICTRVIL.A,1,True,True,False,0,,0
185,Waialua Station,413,GR1,Waialua,O'ahu,"21.559798,-158.127436",21.559798,-158.127436,0.0,,6,True,True,False,19,Hawaii -- O'ahu,0
236,WATSON HOBO,414,21356103,Waston,Waston,"13.32,144.761111",13.32,144.761111,0.0,,6,True,False,False,18,Guam,0
134,Watsonville West II,209,,Watsonville,Santa Cruz,"36.91,-121.82",36.91,-121.82,0.0,Watsonville_West-2.A,1,True,False,False,4,Central Coast,0
143,West Hills,219,,West Hills,Los Angeles,"34.21,-118.64",34.21,-118.64,0.0,West Hills.A,1,True,False,False,14,South Inland,0
47,Westlands,105,,Tranquility,Fresno,"36.63,-120.38",36.63,-120.38,0.0,TRNQULTY.A,1,True,False,False,13,South San Joaquin Valley,0
107,Westmorland  North,181,,Imperial,Imperial,"33.08,-115.66",33.08,-115.66,0.0,Westmorland_North.A,1,True,False,False,12,Desert Region,0
227,Willcox Bench,539,,Cochise,Pima,"32.118059,-109.714546",32.118059,-109.714546,0.0,,5,True,False,False,22,Arizona,0
167,Williams,250,,Williams,Colusa,"39.210667,-122.168889",39.210667,-122.168889,0.0,,1,True,False,False,7,South Sacramento Valley,0
106,Winchester,179,,Winchester,Riverside,"33.66,-117.09",33.66,-117.09,0.0,WINCHESTER.A,1,True,False,False,14,South Inland,0
45,Windsor,103,,Windsor,Sonoma,"38.53,-122.83",38.53,-122.83,0.0,WINDSOR.A,1,True,False,False,2,North Coast,0
73,Winters,139,,Winters,Solano,"38.5,-121.97",38.5,-121.97,0.0,WINTERS.A,1,True,False,False,7,South Sacramento Valley,0
148,Woodland,226,,Woodland,Yolo,"38.67,-121.81",38.67,-121.81,0.0,Woodland.A,1,True,False,False,7,South Sacramento Valley,0
237,WUSSTIG HOBO,415,21356100,Wusstig,Wusstig,"13.546111,144.869167",13.546111,144.869167,0.0,,6,True,False,False,18,Guam,0
175,YIGO WATSO HOBO,403,21356105,Guam,Guam,"13.531667,144.871667",13.531667,144.871667,0.0,,6,True,False,False,18,Guam,0
228,Yuma South,536,,San Luis,Yuma (south),"32.565528,-114.743984",32.565528,-114.743984,0.0,,5,True,False,False,22,Arizona,0
229,Yuma Valley,502,,Yuma,Yuma (western),"32.7117671,-114.7040895",32.7117671,-114.7040895,0.0,,5,True,False,False,22,Arizona,0
