Well_Id,Well_RanchId,Well_Name,Well_ElectricalConductivity,Well_NitrogenPPM,Well_CreatedDT,Well_LastUpdateDT,Well_Deleted,Id,EventId,WellId,Percentage,Percentage_default,NitrogenPPM
4293,4482,well 3,1.2,4.0,2024-06-24T16:13:58.823,2024-06-24T16:13:58.823,False,2754,8403534,4293,100,,4.0
