ETEvents_0_Id,ETEvents_0_EventDate,ETEvents_0_ET,ETEvents_0_Source,ETEvents_1_Id,ETEvents_1_EventDate,ETEvents_1_ET,ETEvents_1_Source,ETEvents_2_Id,ETEvents_2_EventDate,ETEvents_2_ET,ETEvents_2_Source,ETFromStations_0_StationName,ETFromStations_0_StationPriority,ETFromStations_0_WeatherEvents_0_EventDate,ETFromStations_0_WeatherEvents_0_RainfallAmount,ETFromStations_0_WeatherEvents_0_ET,ETFromStations_0_WeatherEvents_0_Source,ETFromStations_0_WeatherEvents_1_EventDate,ETFromStations_0_WeatherEvents_1_RainfallAmount,ETFromStations_0_WeatherEvents_1_ET,ETFromStations_0_WeatherEvents_1_Source,ETFromStations_0_WeatherEvents_2_EventDate,ETFromStations_0_WeatherEvents_2_RainfallAmount,ETFromStations_0_WeatherEvents_2_ET,ETFromStations_0_WeatherEvents_2_Source,ETFromSpatial
8446939,2024-08-05T00:00:00,0.13,Historical ET,8446937,2024-08-04T00:00:00,0.12,Historical ET,8446935,2024-08-03T00:00:00,0.13,Historical ET,Salinas North,1,2024-08-03T00:00:00,0.0,0.0,,2024-08-04T00:00:00,0.0,0.0,,2024-08-05T00:00:00,0.0,0.0,,
