PlantingEndDate,EventDate,IrrigationMethodId,WetArea,ManagerAmountRecommendation,ManagerAmountRecommendationHours,PlantingStartDate,Rainfall,WaterApplied,WaterAppliedHours,RecommendedIrrigationAmount,RecommendedInterval,recalculateFlag,recalculateReason,newRecommendationAmount,newRecommendationTime,CIMISPrecipitation,DripApplicationRate,SprinklerApplicationRate,MicroSprinklerApplicationRate,FlowMeterArea,DripFlowMeterArea,MicroSprinklerFlowMeterArea,FlowMeterGallons,TensionFt1,TensionFt2,TensionFt3,TensionFt4,HasFlowMeterData,isLastUpdatedUserCropManage,Ratio,RecommendationSummary_RecommendedIrrigationAmount,RecommendationSummary_RecommendedIrrigationTime,RecommendationSummary_RecommendedIrrigationInterval,RecommendationSummary_AvailableWater,RecommendationSummary_AverageCropET,RecommendationSummary_AverageRainfall,RecommendationSummary_SumET,RecommendationSummary_ETEvents_0_EventDate,RecommendationSummary_ETEvents_0_ET,RecommendationSummary_ETEvents_0_Source,RecommendationSummary_ETEvents_0_LastUpdateDate,RecommendationSummary_ETEvents_1_EventDate,RecommendationSummary_ETEvents_1_ET,RecommendationSummary_ETEvents_1_Source,RecommendationSummary_ETEvents_1_LastUpdateDate,RecommendationSummary_ValidRainEventsCount,RecommendationSummary_CropCoefficientSum,RecommendationSummary_LeechingFactor,RecommendationSummary_Distribution,RecommendationSummary_TotalPrecipitation,RecommendationSummary_CIMISRainfall,RecommendationSummary_DaysSinceLastIrrigation,RecommendationSummary_applicationRate,RecommendationSummary_BaseIrrigationAmount,RecommendationSummary_AverageCropCoefficient,RecommendationSummary_LastIrrigationEventDate,RecommendationSummary_WetArea,RecommendationSummary_HasRecentCutEvents,RecommendationSummary_HasRecentIrrigationEvent,RecommendationSummary_CropSensitivity,RecommendationSummary_IsImpactedByMacroTunnel,RecentIrrigationEventExists,RecentCutEventExists,CustomDeficit,AverageDeficit,DaysSinceLastIrrigation,IsCustomDeficitEnabled,WetAreaDrip,WetAreaMicroSprinkler,LastUpdated,Id,IrrigationMethods_0_Id,IrrigationMethods_0_Name,IrrigationMethods_0_IsActive,IrrigationMethods_1_Id,IrrigationMethods_1_Name,IrrigationMethods_1_IsActive,StartDate,EndDate,InitialDate,LastIrrigationEventDate
2024-07-27T00:00:00,2024-07-24T00:00:00,5,,,,2024-07-07T00:00:00,0.0,,,0.88,-14.3342,False,,0.0,0.0,0.00,0.15,0.3,0.3,,,,0.0,,,,,False,False,0.3,0.8846153846153846,2.948717948717949,-1.8014752896343054,-0.31075448746191764,0.15,0.0,0.3,2024-07-23T00:00:00,0.16,Historical ET,2024-08-11T23:11:02.197-07:00,2024-07-22T00:00:00,0.14,Historical ET,2024-08-11T23:11:02.197-07:00,0,2.3,40.0,65.0,0.0,0.00,2.0,0.3,0.5307692307692308,1.15,2024-07-22T00:00:00,,,True,1.0,False,True,True,,-1.0,-1,False,,,"Andy  Hernandez
7/22/2024 - 9:53 AM",8431082,6,Flood,False,5,Germination Sprinkler,False,2024-07-07T00:00:00,2024-07-27T00:00:00,2024-07-08T00:00:00,2024-07-22T00:00:00
