RanchId,Acres,ObstructionDepth,CreateDT,LastUpdateDT,Deleted,Coordinates,Id,Name,Ranch_External_GUID
4482,40.0,,2024-06-24T16:10:19.557,2024-06-24T16:10:19.557,False,"36.267551,-121.188844",9487,4,3bbf23cc-8c3b-4bbd-8442-cabcebe7713b
