PlantingEndDate,EventDate,IrrigationMethodId,WetArea,ManagerAmountRecommendation,ManagerAmountRecommendationHours,PlantingStartDate,Rainfall,WaterApplied,WaterAppliedHours,RecommendedIrrigationAmount,RecommendedInterval,recalculateFlag,recalculateReason,newRecommendationAmount,newRecommendationTime,CIMISPrecipitation,DripApplicationRate,SprinklerApplicationRate,MicroSprinklerApplicationRate,FlowMeterArea,DripFlowMeterArea,MicroSprinklerFlowMeterArea,FlowMeterGallons,TensionFt1,TensionFt2,TensionFt3,TensionFt4,HasFlowMeterData,isLastUpdatedUserCropManage,Ratio,RecommendationSummary_RecommendedIrrigationAmount,RecommendationSummary_RecommendedIrrigationTime,RecommendationSummary_RecommendedIrrigationInterval,RecommendationSummary_AvailableWater,RecommendationSummary_AverageCropET,RecommendationSummary_AverageRainfall,RecommendationSummary_SumET,RecommendationSummary_ETEvents_0_EventDate,RecommendationSummary_ETEvents_0_ET,RecommendationSummary_ETEvents_0_Source,RecommendationSummary_ETEvents_0_LastUpdateDate,RecommendationSummary_ETEvents_1_EventDate,RecommendationSummary_ETEvents_1_ET,RecommendationSummary_ETEvents_1_Source,RecommendationSummary_ETEvents_1_LastUpdateDate,RecommendationSummary_ValidRainEventsCount,RecommendationSummary_CropCoefficientSum,RecommendationSummary_LeechingFactor,RecommendationSummary_Distribution,RecommendationSummary_TotalPrecipitation,RecommendationSummary_CIMISRainfall,RecommendationSummary_DaysSinceLastIrrigation,RecommendationSummary_applicationRate,RecommendationSummary_BaseIrrigationAmount,RecommendationSummary_AverageCropCoefficient,RecommendationSummary_LastIrrigationEventDate,RecommendationSummary_WetArea,RecommendationSummary_HasRecentCutEvents,RecommendationSummary_HasRecentIrrigationEvent,RecommendationSummary_CropSensitivity,RecommendationSummary_IsImpactedByMacroTunnel,RecentIrrigationEventExists,RecentCutEventExists,CustomDeficit,AverageDeficit,DaysSinceLastIrrigation,IsCustomDeficitEnabled,WetAreaDrip,WetAreaMicroSprinkler,LastUpdated,Id,IrrigationMethods_0_Id,IrrigationMethods_0_Name,IrrigationMethods_0_IsActive,IrrigationMethods_1_Id,IrrigationMethods_1_Name,IrrigationMethods_1_IsActive,IrrigationMethods_2_Id,IrrigationMethods_2_Name,IrrigationMethods_2_IsActive,StartDate,EndDate,InitialDate,LastIrrigationEventDate
2024-08-14T00:00:00,2024-06-04T00:00:00,5,,0.84,3.0,2024-06-01T00:00:00,0.0,0.728,2.6,0.65,1.0851,False,,0.0,0.0,0.00,0.1,0.28,0.3,,,,0.0,,,,,False,False,0.28,0.6543846153846153,2.3370879120879122,1.2909570042790661,0.27455428088505035,0.235,0.0,0.47,2024-06-03T00:00:00,0.21,CIMIS Station: 113,2024-08-11T23:11:15.557-07:00,2024-06-02T00:00:00,0.26,CIMIS Station: 113,2024-08-11T23:11:15.557-07:00,3,1.81,0.0,65.0,0.0,0.00,2.0,0.28,0.6543846153846153,0.905,2024-06-02T00:00:00,,,True,1.0,False,True,True,,-1.0,-1,False,,,"Madison Foletta
6/24/2024 - 9:26 AM",8403530,3,Drip,False,5,Germination Sprinkler,False,1,Sprinkler,False,2024-06-01T00:00:00,2024-08-14T00:00:00,2024-08-11T23:11:25.3534743-07:00,2024-06-02T00:00:00
