Model_RanchLotViewModel_SoilLayers,Model_RanchLotViewModel_Name,Model_RanchLotViewModel_Acres,Model_RanchLotViewModel_Coordinates,Model_RanchLotViewModel_ObstructionDepth,Model_SoilLayers_0_Id,Model_SoilLayers_0_RanchLotId,Model_SoilLayers_0_Depth,Model_SoilLayers_0_Sand,Model_SoilLayers_0_Silt,Model_SoilLayers_0_Organic,Model_SoilLayers_0_Density,Model_SoilLayers_0_Tension,Model_SoilLayers_0_Mineralization,Model_SoilLayers_1_Id,Model_SoilLayers_1_RanchLotId,Model_SoilLayers_1_Depth,Model_SoilLayers_1_Sand,Model_SoilLayers_1_Silt,Model_SoilLayers_1_Organic,Model_SoilLayers_1_Density,Model_SoilLayers_1_Tension,Model_SoilLayers_1_Mineralization,Model_SoilLayers_2_Id,Model_SoilLayers_2_RanchLotId,Model_SoilLayers_2_Depth,Model_SoilLayers_2_Sand,Model_SoilLayers_2_Silt,Model_SoilLayers_2_Organic,Model_SoilLayers_2_Density,Model_SoilLayers_2_Tension,Model_SoilLayers_2_Mineralization,Model_SoilLayers_3_Id,Model_SoilLayers_3_RanchLotId,Model_SoilLayers_3_Depth,Model_SoilLayers_3_Sand,Model_SoilLayers_3_Silt,Model_SoilLayers_3_Organic,Model_SoilLayers_3_Density,Model_SoilLayers_3_Tension,Model_SoilLayers_3_Mineralization,Coordinates,SoilWebProperties_Record_Id,SoilWebProperties_Record_CoKey,SoilWebProperties_Record_Name,SoilWebProperties_Record_Series,SoilWebProperties_Record_Texture,SoilWebProperties_Layers_0_Id,SoilWebProperties_Layers_0_CoKey,SoilWebProperties_Layers_0_Depth,SoilWebProperties_Layers_0_Sand,SoilWebProperties_Layers_0_Silt,SoilWebProperties_Layers_0_Organic,SoilWebProperties_Layers_0_Density,SoilWebProperties_Layers_0_Tension,SoilWebProperties_Layers_0_Mineralization,SoilWebProperties_Layers_1_Id,SoilWebProperties_Layers_1_CoKey,SoilWebProperties_Layers_1_Depth,SoilWebProperties_Layers_1_Sand,SoilWebProperties_Layers_1_Silt,SoilWebProperties_Layers_1_Organic,SoilWebProperties_Layers_1_Density,SoilWebProperties_Layers_1_Tension,SoilWebProperties_Layers_1_Mineralization,SoilWebProperties_Layers_2_Id,SoilWebProperties_Layers_2_CoKey,SoilWebProperties_Layers_2_Depth,SoilWebProperties_Layers_2_Sand,SoilWebProperties_Layers_2_Silt,SoilWebProperties_Layers_2_Organic,SoilWebProperties_Layers_2_Density,SoilWebProperties_Layers_2_Tension,SoilWebProperties_Layers_2_Mineralization,SoilWebProperties_Layers_3_Id,SoilWebProperties_Layers_3_CoKey,SoilWebProperties_Layers_3_Depth,SoilWebProperties_Layers_3_Sand,SoilWebProperties_Layers_3_Silt,SoilWebProperties_Layers_3_Organic,SoilWebProperties_Layers_3_Density,SoilWebProperties_Layers_3_Tension,SoilWebProperties_Layers_3_Mineralization,SoilWebProperties_Error
,4,40.0,"36.267551,-121.188844",,33109,9487,1,,,,,,,33110,9487,2,,,,,,,33111,9487,3,,,,,,,33112,9487,4,,,,,,,"36.267551,-121.188844",1368,24587944,"Lockwood channery loam, 2 to 9 percent slopes, MLRA 14 (LeC)",Lockwood,channery loam,5465,24587944,1,39.8,37.7,3.5,1.15,6.1,0.3,5466,24587944,2,39.8,37.7,3.5,1.15,5.3,0.3,5467,24587944,3,39.8,37.7,3.5,1.15,5.3,0.3,5468,24587944,4,36.2,34.4,0.9,1.15,5.3,0.3,0
