RanchId,Acres,ObstructionDepth,CreateDT,LastUpdateDT,Deleted,Coordinates,Id,Name,Ranch_External_GUID
4476,1.0,,2024-06-24T14:26:02.537,2024-06-24T14:26:02.537,False,"37.468374,-122.340657",9486,Hello,6082899a-612c-4426-b5ce-31b55c740239
