Id,RanchId,Name,ElectricalConductivity,NitrogenPPM,CreatedDT,LastUpdateDT,Deleted
4308,4504,Salinas Water,5.0,10.0,2024-07-18T23:37:39.937,2024-07-18T23:37:39.937,False
