Events_0_EventDate,Events_0_WetDate,Events_0_Irrigation_Metainfo,Events_0_Irrigation_Id,Events_0_Irrigation_IrrigationMethod,Events_0_Irrigation_IrrigationMethodId,Events_0_Irrigation_EventDate,Events_0_Irrigation_Ratio,Events_0_Irrigation_WaterApplied,Events_0_Irrigation_Rainfall,Events_0_Irrigation_Interval,Events_0_Irrigation_IsOnWetDate,Events_0_Irrigation_RecommendationEventId,Events_0_Irrigation_RecommendedIrrigationInterval,Events_0_Irrigation_RecommendedIrrigationAmount,Events_0_Irrigation_RecommendedIrrigationTime,Events_0_Irrigation_ManagerAmountRecommendation,Events_0_Irrigation_PlantingId,Events_0_Irrigation_SprinklerApplicationRate,Events_0_Irrigation_DripApplicationRate,Events_0_Irrigation_MicroSprinklerApplicationRate,Events_0_Irrigation_LastUpdatedUser,Events_0_Irrigation_HasFlowMeterData,Events_0_Irrigation_FlowMeterGallons,Events_0_Irrigation_FlowMeterArea,Events_0_Irrigation_WetDate,Events_0_Irrigation_HasRecentIrrigationEvent,Events_0_Irrigation_HasRecentCutEvent,Events_0_Irrigation_ContributingRainfall,Events_0_Irrigation_CustomDeficit,Events_0_RainfallWeather_Metainfo,Events_0_RainfallWeather_Id,Events_0_RainfallWeather_Rainfall,Events_0_CutEvent,Events_1_EventDate,Events_1_WetDate,Events_1_Fertilization_0_Metainfo,Events_1_Fertilization_0_CropStage,Events_1_Fertilization_0_SoilNitrate,Events_1_Fertilization_0_Id,Events_1_Fertilization_0_FertilizerApplied,Events_1_Fertilization_0_FertilizerName,Events_1_Fertilization_0_LbsPerGallon,Events_1_Fertilization_0_NApplied,Events_1_Fertilization_0_NPercentage,Events_1_Fertilization_0_NUptake,Events_1_Fertilization_0_FormulationType,Events_1_Fertilization_0_FormulationTypeId,Events_1_Fertilization_0_SoilSampleEventDate,Events_1_Fertilization_0_NAppliedFromWater,Events_1_Fertilization_0_Recommendation_manager,Events_1_Fertilization_0_Recommendation_managerFertilizerAmount,Events_1_Fertilization_0_Recommendation_cropManage,Events_1_Fertilization_0_LastUpdatedUser,Events_1_Fertilization_0_NutrientPercentages_0,Events_1_Fertilization_0_NutrientPercentages_1,Events_1_Fertilization_0_NutrientPercentages_2,Events_1_Irrigation,Events_1_RainfallWeather,Events_1_CutEvent,WetDate
7/17/2024,0001-01-01T00:00:00,"CropManage 
7/18/2024 - 4:41 PM",8427758,Germination Sprinkler,5,2024-07-17T00:00:00,0.3,,0.19,-1.0,True,8427757,0.0,0.0,0.0,,15716,0.3,0.15,0.3,CropManage ,False,0.0,,2024-07-17T00:00:00,False,,0.0,,"CropManage 
8/11/2024 - 8:07 PM",8427750,0.19,,7/18/2024,0001-01-01T00:00:00,"Kyle Delmo
7/27/2024 - 9:00 AM",,,8440878,,0-0-24,11.9,,0.0,7.380482159886504,Wet,2,,,,,50.0,Kyle Delmo,0.0,24.0,0.0,,,,2024-07-17T00:00:00
